day,ym,RM_monthly,rf_monthly,RM_RF_monthly,SMB_ew,HML_ew,MOM_ew,SMB_vw,HML_vw,MOM_vw
01dec1999,1999m12,.16236894,.0028588888,.15951005,.071715437,-.21014793,.021804109,.057264507,-.083410263,.021050531
03jan2000,2000m1,.02221629,.0029105556,.019305734,.30689421,-.35744843,-.046311311,.17123508,-.36117226,-.00083737355
01feb2000,2000m2,.15779929,.0027952779,.15500401,-.019337179,-.24977657,.07563924,.14565121,-.20592496,.045179322
01mar2000,2000m3,-.037858687,.0034013889,-.041260075,.033881381,.030432224,-.027702149,.032242786,.050045364,-.055211421
03apr2000,2000m4,.018646043,.0031916667,.015454376,-.034741994,.091988891,-.10122128,-.069834881,.048988014,-.047696464
01may2000,2000m5,-.027767355,.0034100001,-.031177355,-.072592482,.038273305,-.030353833,.075202271,.050970376,-.12014773
01jun2000,2000m6,-.047063187,.0031666667,-.050229855,-.05249875,.13027966,-.051949549,-.063756958,.10912885,-.012848002
03jul2000,2000m7,.0086187581,.0033583334,.0052604247,-.016859975,-.0048845755,-.0085626524,-.0294393,-.0024713683,.016323617
01aug2000,2000m8,.018490879,.0034013889,.01508949,.013335302,-.054739274,.054777201,.0044793799,-.0042571425,.056808792
01sep2000,2000m9,-.082443327,.0031833332,-.085626662,.0067679998,.082988933,-.11463221,.084050663,.078433447,-.13056034
02oct2000,2000m10,-.031953584,.0034186111,-.035372194,-.071809992,.130555,-.059590161,-.032391071,.098510452,-.073418193
01nov2000,2000m11,-.069251232,.0031583332,-.072409563,-.029091302,.13940449,-.1080043,-.063573644,.24188475,-.078854866
01dec2000,2000m12,-.022693016,.0034788889,-.026171904,-.059309188,.04577709,.0007940121,.00807718,-.030826237,-.035323035
01jan2001,2001m1,.054756407,.0035391669,.051217239,.19797733,-.01103886,-.31613204,.053308487,-.036435492,-.26836887
01feb2001,2001m2,-.10788371,.0030255558,-.11090926,-.051974598,.11805904,.18940391,-.055732992,.15006687,.11588691
01mar2001,2001m3,-.12953338,.0035477777,-.13308115,-.01744899,.051344406,.13437842,.056890219,.10670711,.094919011
02apr2001,2001m4,.122261,.0033249999,.118936,-.050468996,-.020361381,.08573775,-.092885047,-.064899497,.010355262
01may2001,2001m5,.0078694234,.0034788889,.0043905345,-.026935222,.05063333,.040574756,-.0098279873,.051611573,.034958065
01jun2001,2001m6,-.053786207,.0033416669,-.057127874,-.01562075,.074229799,.12286039,-.032867648,.049199708,.040347606
02jul2001,2001m7,-.019918658,.0036597222,-.023578379,-.026955757,.02927395,.060065348,-.046488274,.033754904,.01565587
01aug2001,2001m8,-.077157907,.0036597222,-.080817632,-.044241257,.072440825,.054066781,-.058020175,.083757684,.0031532571
03sep2001,2001m9,-.11590247,.0035500003,-.11945247,.084051654,-.13535829,.2716257,.0089181783,.022066396,.022401899
01oct2001,2001m10,.068993978,.0031947223,.065799259,-.085231043,.066815466,-.18273039,-.070900284,-.023313174,-.0033338759
01nov2001,2001m11,.11788146,.0030750001,.11480646,-.024025625,-.027947646,-.092545845,-.012912122,-.068766415,-.063139319
03dec2001,2001m12,.01658199,.0032119444,.013370045,-.065945327,.0084182676,.11804141,-.048114344,.03875123,.07857383
01jan2002,2002m1,-.059295457,.0032119444,-.062507398,.038798619,.032236617,.0026574044,.060640838,.043873508,.090130746
01feb2002,2002m2,.0070158187,.00294,.0040758187,-.061081804,.040586408,.12281544,-.048877809,.063229114,.080531828
01mar2002,2002m3,.027296564,.0033324999,.023964064,-.0053525921,-.027421514,.034186989,-.01095722,.0069046426,.069162853
01apr2002,2002m4,-.077104732,.0033750001,-.080479734,-.037235528,.051111881,.16398607,.01168313,.099170305,.28122658
01may2002,2002m5,-.059869993,.0036683336,-.063538328,-.024139073,.045214444,.083032623,.0042330856,.08752694,.10842484
03jun2002,2002m6,-.074970216,.0035333331,-.078503549,-.024497615,.052728709,.080133401,-.0038018115,.085586719,.19146177
01jul2002,2002m7,-.10951626,.0036511109,-.11316737,.012262125,-.016214695,.070341893,.054630026,.053180143,.1252901
01aug2002,2002m8,-.026685677,.0036252779,-.030310955,.020401897,.017149512,.045156702,-.041573193,-.025507614,.0054592057
02sep2002,2002m9,-.15033849,.0034666664,-.15380515,.0036713083,.016944796,.13687006,.02340881,.073540695,.25126156
01oct2002,2002m10,.12887318,.0035908334,.12528235,-.0069622374,-.00018726662,-.30212849,-.14148988,-.260528,-.64726895
01nov2002,2002m11,.1282623,.0034,.1248623,.074603654,-.15877879,-.20618935,.0048750439,-.0057451501,-.11025399
02dec2002,2002m12,-.12507838,.0033066666,-.12838505,-.051653098,.06432499,.15250194,-.0051626139,.12654972,.16211733
01jan2003,2003m1,-.036664043,.0031172221,-.039781265,.020414915,.023119548,.0039515248,.012223734,-.013947223,-.082338147
03feb2003,2003m2,-.015870836,.00287,-.018740837,.027952939,.012090138,.038866814,-.006108114,-.005089988,.12712431
03mar2003,2003m3,-.021827666,.0030999999,-.024927666,-.045602437,.071628682,.052867826,-.034793574,.0664097,.03191236
01apr2003,2003m4,.14922789,.00285,.14637789,.10134117,.018148404,-.0055622198,-.043115776,.051462978,-.14386892
01may2003,2003m5,-.0017903231,.0029966666,-.0047869897,.04666958,-.051822893,-.045180347,.075761504,-.027082333,-.069680579
02jun2003,2003m6,.0420857,.0026333334,.039452367,.017285051,-.03219429,-.13144763,-.0010164455,.0098297,-.065869771
01jul2003,2003m7,.070076257,.0024197223,.067656532,-.019909156,.052622549,-.013817921,.0026516505,.04060556,-.1499849
01aug2003,2003m8,.036183264,.0023508333,.033832431,.025385039,-.012629747,-.073713332,.03166765,.049759082,-.045950241
01sep2003,2003m9,-.032065254,.0022750001,-.034340255,.061226413,.017326798,-.074635044,.10657713,-.015827147,.0046740696
01oct2003,2003m10,.089170791,.0023422223,.086828567,-.023569411,.049930319,-.047665592,-.0030004531,.086575389,-.083368242
03nov2003,2003m11,.0041351207,.0022833333,.0018517873,-.009572465,-.0029270481,.032416832,.041960776,-.026642967,.043537028
01dec2003,2003m12,.030989667,.0023422223,.028647445,-.05378281,.040457882,.0006856448,-.031232713,.041179869,-.028472466
01jan2004,2004m1,.058422662,.0023508333,.056071829,.2384928,-.053448942,-.064884141,.16734432,-.10200688,.01707449
02feb2004,2004m2,.037709199,.0020783332,.035630867,.041197367,-.027591687,-.01004456,.0061059832,-.06775216,.024080362
01mar2004,2004m3,-.011617232,.0020925,-.013709732,-.0048550083,.035755984,.0073721902,-.013010287,.022616433,-.013680678
01apr2004,2004m4,.012966428,.0017458333,.011220595,-.028523961,.03656213,.014251411,-.010517471,.040479485,.001616348
03may2004,2004m5,-.011944441,.0017394444,-.013683885,-.026163813,.010639189,.021291066,-.029235126,.012583053,.0054059764
01jun2004,2004m6,.033857029,.0016583333,.032198697,-.031291522,.018618535,.0071130265,-.035157517,.012992349,.014595957
01jul2004,2004m7,-.018543689,.0017050001,-.020248689,-.017714316,.020526882,.012275994,-.041913446,.035185743,-.029196626
02aug2004,2004m8,-.0052068555,.0017179167,-.0069247722,-.01267513,.05221796,.02012522,-.001873808,-.0047291443,-.0021055788
01sep2004,2004m9,.032666173,.0016583333,.031007839,.027108068,.0014840271,.044469677,.046158273,-.010692781,.045944624
01oct2004,2004m10,-.000098177057,.0017136111,-.0018117882,-.021591555,.02961687,-.004180952,-.015272761,.029124945,-.028710291
01nov2004,2004m11,.059253648,.0016666667,.057586983,-.032134201,.026112527,.0015277732,-.0071602757,.049808729,-.005128514
01dec2004,2004m12,.006621833,.0017050001,.0049168328,-.0097008264,.0085693039,.016296573,.024260316,.0022054436,-.017964941
03jan2005,2005m1,.0069684614,.0017136111,.0052548503,.030512061,-.014904884,.017045682,.034623295,-.0084182937,.027801769
01feb2005,2005m2,.046700142,.0015477778,.045152366,-.027389852,.079325065,.039162379,.021795925,.069060899,.021491319
01mar2005,2005m3,.0034718283,.0017222222,.0017496061,.03056396,-.027117908,-.026678573,.03504727,.00032669358,.0070226425
01apr2005,2005m4,-.010452707,.0016541667,-.012106874,-.0080492124,.015909124,.035394363,-.0086849639,-.043371003,.083198383
02may2005,2005m5,.055689428,.0017222222,.053967208,-.036129385,.0033696406,.025448667,-.053134654,-.021180972,.0043577272
01jun2005,2005m6,.041439567,.0016124999,.039827067,-.00029907189,-.029065523,.019930301,.0032689993,-.024408948,.018185638
01jul2005,2005m7,.050015811,.0013002778,.048715532,-.0080975816,.035380565,.048064038,-.025640257,.02541478,.0027447958
01aug2005,2005m8,-.011347406,.0012744445,-.01262185,.012584007,-.016551033,.011181361,.05601646,-.018288288,-.0043762047
01sep2005,2005m9,.056694005,.0012208334,.055473171,.039658442,-.066887096,-.023301722,.033117127,-.061405011,-.00067040324
03oct2005,2005m10,-.019710427,.0012615278,-.020971956,-.024496727,.022769637,.042613782,-.018442767,.041259103,.024476277
01nov2005,2005m11,.040042277,.001225,.038817279,.0010840272,.010888802,-.0024130326,.017463511,.014171703,-.023488665
01dec2005,2005m12,.059313457,.0012658334,.058047622,-.0128229,-.0040316526,.0051153619,.028010929,.012545377,-.013750767
02jan2006,2006m1,.014400312,.0013906944,.013009617,.10243365,-.021441199,-.041772418,.016685691,-.035367563,.030944496
01feb2006,2006m2,.036134105,.0014155556,.034718551,-.014175997,.026483597,.040108353,-.0079069547,.019773833,.041529961
01mar2006,2006m3,.069060847,.0016834723,.067377374,-.031750754,-.0079669766,.019737734,-.04182291,.011241301,.010640674
03apr2006,2006m4,.0092746979,.0016625,.0076121977,-.021410268,.0062180394,.051359586,-.018810075,.053982928,.054889813
01may2006,2006m5,-.079481818,.0017222222,-.081204042,-.017605787,-.011735573,-.012292482,-.032264933,-.0082457215,-.025448568
01jun2006,2006m6,.0092039797,.0017375001,.0074664797,-.032043856,.022577887,-.011469756,-.029555473,-.0057431208,.015044614
03jul2006,2006m7,-.013300831,.0018772223,-.015178054,-.0083870133,.0075815623,.0013526832,-.001247694,.0083893677,-.0058293901
01aug2006,2006m8,.044007462,.0019116667,.042095795,.0031004099,-.016298346,.023374263,-.0043591149,-.014510538,-.0094142873
01sep2006,2006m9,.05206782,.00205,.050017819,.011493666,.0047165947,-.016375046,-.01038925,-.010522489,-.013905612
02oct2006,2006m10,.04528179,.0021441667,.043137625,-.059885547,.015257241,.02783272,-.073381141,.036805101,.020678267
01nov2006,2006m11,-.0093669863,.0022666666,-.011633653,-.024533415,-.024766419,.012317078,.00847199,-.0090382686,-.010425922
01dec2006,2006m12,.083152547,.0024541665,.080698378,-.049334239,.0024303542,.032986965,-.017053938,.017891964,.018718673
01jan2007,2007m1,.032568913,.0025575,.030011414,.14197008,.097045712,-.10548704,.031869248,-.02406005,.024688531
01feb2007,2007m2,-.021887729,.0024305556,-.024318285,.017944291,-.0092120906,-.0010201838,-.0015208032,.0026089428,.0074643428
01mar2007,2007m3,.055733912,.0027727778,.052961133,.021395301,-.0039642137,.06146184,-.0041029784,-.026357222,.034159645
02apr2007,2007m4,.067486033,.0026750001,.064811036,-.02813188,-.015092619,.061385892,-.02219584,-.015683111,.095695078
01may2007,2007m5,.019508362,.0028459723,.016662389,-.046779487,.004310017,.010456106,-.049133003,.00051433174,.012032806
01jun2007,2007m6,-.02226585,.0027291668,-.024995016,.011651467,-.011661232,-.0033785864,.0055090277,-.011656189,.00079950178
02jul2007,2007m7,-.014987848,.0029579166,-.017945765,.0046412922,.03236885,-.0018063867,-.017411789,.01442281,-.0058708014
01aug2007,2007m8,-.026436046,.0029708333,-.029406879,-.0016394301,-.0072570862,.015374206,-.031327792,-.014400952,.038228862
03sep2007,2007m9,-.0039874348,.0029124999,-.0068999347,.0095695388,-.042348247,.0041572354,.0076020611,-.047806852,-.025403574
01oct2007,2007m10,-.019241843,.0030741666,-.022316011,.012177037,-.023381677,-.013211345,.0014589063,-.026721699,-.0019841222
01nov2007,2007m11,-.064876974,.0032625,-.068139471,-.016145721,.013226774,.015949372,-.026783338,.0030563045,.013512421
03dec2007,2007m12,-.019982317,.0033841666,-.023366485,-.0064632869,-.014833461,.0041499045,-.013864134,-.026510458,.026930023
01jan2008,2008m1,-.12273602,.0034702779,-.12620629,.085113831,.031277094,-.055586476,.086649939,.041760147,-.057580288
01feb2008,2008m2,.034345314,.0032463891,.031098925,-.019433707,.0093617421,-.0043535414,-.009212492,.007475201,.020993214
03mar2008,2008m3,-.016469982,.0036511109,-.020121092,-.43896747,.071950525,-.065682195,-.32840869,.085380115,.017207833
01apr2008,2008m4,.049116194,.003425,.045691196,.034602206,-.0032721274,.014429656,-.013002588,.0083648795,-.10119147
01may2008,2008m5,.028626649,.0034788889,.02514776,-.025633529,-.00078136445,.010938705,-.0026415237,-.0095729278,-.013367332
02jun2008,2008m6,-.13981299,.0033583336,-.14317133,.015210959,.014155962,-.0013267025,.026629185,-.013834577,.060890194
01jul2008,2008m7,-.0069383769,.0035477777,-.010486155,-.010803926,-.0013070982,.017751487,-.019766109,-.02876745,.017664447
01aug2008,2008m8,.01255046,.0036511109,.0088993497,-.03455878,-.017662633,-.0039673122,-.032258216,-.01015933,-.034625784
01sep2008,2008m9,-.12325896,.0036000002,-.12685896,-.010864924,.0020148531,.025509045,-.022371156,.00041834265,.032168731
01oct2008,2008m10,-.17769486,.0038319442,-.1815268,.016283453,-.029152974,.034344152,-.024908775,-.045810789,.064643286
03nov2008,2008m11,-.021233605,.0029166667,-.024150271,.024429861,.0097742444,-.031446435,-.019946398,.0068502566,-.046403062
01dec2008,2008m12,.036905579,.0027125,.03419308,-.077389829,.050557449,.039157186,-.10873517,.047938775,.069351099
01jan2009,2009m1,-.056549076,.0013777778,-.057926852,.11354182,.035383306,-.12422012,.2439903,-.098628268,.014035514
02feb2009,2009m2,.028173707,.0010888889,.027084818,-.040933535,.034611486,.028104866,-.058290184,.024220658,.077125043
02mar2009,2009m3,.014511018,.00060105557,.013909962,-.0063146665,.032078478,-.088984489,-.020784987,.11444417,-.12549363
01apr2009,2009m4,.21721384,.00083499996,.21637884,-.076198436,.12455581,-.20779262,-.11581684,.11615045,-.23789796
01may2009,2009m5,.028546436,.00034444444,.028201992,.0066494495,-.012764182,-.029311161,.056029521,.010550229,-.067651987
01jun2009,2009m6,.0098372735,.00041666668,.0094206072,.0074395142,-.0013669359,.017090872,-.027471712,-.022973279,.047006879
01jul2009,2009m7,.10364673,.00034444444,.10330228,-.045973897,.00011740159,.0040680342,-.1172945,.027426016,-.030583642
03aug2009,2009m8,.03398367,.00012916667,.033854503,-.044282418,.072797835,-.080718666,-.052783765,.1373065,-.094796941
01sep2009,2009m9,.0061748135,.00013333333,.0060414802,-.016686635,-.036551721,-.010009566,.030900922,-.023403108,-.038378049
01oct2009,2009m10,.047579464,.000155,.047424465,-.034214646,.00691063,.025853708,-.047042564,-.014847402,.037274249
02nov2009,2009m11,-.000070018206,.00014166666,-.00021168488,-.037853811,-.015148009,.0088764718,-.026415125,-.0089219734,.0010912947
01dec2009,2009m12,.019139649,.00012916667,.019010482,-.023973687,-.023794426,.04530447,-.027772753,.00022956892,.018991299
01jan2010,2010m1,.0080617452,.00017222222,.0078895232,.04633794,-.0056644343,.038072266,.096839003,-.038189694,.0097799907
01feb2010,2010m2,-.0051800525,.00017888889,-.0053589414,-.012997924,-.020682227,.074781016,-.019407321,-.025728932,.052362099
01mar2010,2010m3,.087765776,.00018944444,.08757633,-.047163848,.037065014,.030330701,-.0052753054,-.019162849,.0069065616
01apr2010,2010m4,.042242285,.00020833334,.042033952,-.034040578,.0011039106,.0023872266,-.057340007,.0086258166,-.035533793
03may2010,2010m5,-.068852991,.00021527777,-.069068268,-.032462925,-.0038727038,.035863612,-.010215345,-.023223497,.0032348465
01jun2010,2010m6,.014516269,.00016666666,.014349602,-.017752623,-.020565029,-.012509733,-.052559175,-.010515653,-.040274002
01jul2010,2010m7,.046039023,.00024972222,.045789301,-.038147427,.0037049938,.032244399,-.073846221,.059037142,.099020526
02aug2010,2010m8,-.031699758,.00030138888,-.032001145,.0011423739,.013653558,.032363284,-.0041992273,-.006970637,.016274411
01sep2010,2010m9,.084191248,.00033333333,.083857916,-.069211036,-.025286237,.026352677,-.067218713,-.0094204489,.069600008
01oct2010,2010m10,.00044661929,.00047361112,-.000026991824,-.018414691,.074358247,.0025923308,-.0026032496,.054262403,-.012491321
01nov2010,2010m11,.014343666,.00087499997,.013468666,-.033848424,.012531926,.0046582334,-.046426665,-.020308876,.028055783
01dec2010,2010m12,.058608878,.00096444442,.057644434,-.060550552,.010942462,.017789727,-.040180139,.035829853,.0057735266
03jan2011,2011m1,-.011698592,.0011194444,-.012818036,.07605242,.039057162,.0094989492,.096895233,-.010070118,-.0058725551
01feb2011,2011m2,-.016082099,.0012055555,-.017287655,-.0077934465,-.015898919,.069676571,-.016175717,-.0050342958,.062627189
01mar2011,2011m3,.022711556,.0015499999,.021161556,-.023932539,-.0061747301,.0080054244,.0017671842,.015227241,.0014654051
01apr2011,2011m4,.040186703,.0014083334,.038778368,-.011477433,-.0027338942,.010096875,-.0064361445,-.030600227,.029021932
02may2011,2011m5,-.0053521628,.0015499999,-.0069021629,.003593324,.018429259,.057415385,-.0059256786,-.0064536626,.017278198
01jun2011,2011m6,-.034971867,.0015166667,-.036488533,.032861978,-.02118478,.014009938,-.0039095227,-.027453616,.055759788
01jul2011,2011m7,-.046905093,.0015499999,-.048455093,.021868275,.0050403662,-.010756072,.020604933,.030454807,-.010219049
01aug2011,2011m8,-.10476434,.0015672223,-.10633156,-.015601647,.011177585,.027753688,.001705572,.009585306,-.017271757
01sep2011,2011m9,-.058938865,.0016666667,-.06060553,.037881356,.021193516,.049961902,.00046362728,.015133251,.046257358
03oct2011,2011m10,.088319376,.0015069444,.086812429,-.073628932,.0077376151,.036699381,-.074346103,-.0032590292,.09747687
01nov2011,2011m11,-.014128078,.0015833334,-.015711412,-.025881935,.029851891,.1094393,-.063007817,.014141669,.062951215
01dec2011,2011m12,.011112402,.0016361111,.009476291,-.010706616,-.028299991,-.05540384,-.013644826,.0029092911,-.030448368
02jan2012,2012m1,.058261618,.0014638889,.056797728,.022613367,.027066328,-.032143604,.06812574,-.022475075,-.09195514
01feb2012,2012m2,.063006401,.00145,.061556403,-.021523757,-.0053447932,-.12255693,-.00053977716,.028180074,.031119475
01mar2012,2012m3,-.010326974,.0014208333,-.011747807,-.0065416885,-.051897578,-.016968044,.021579223,-.02142662,.025523473
02apr2012,2012m4,-.0015485978,.0012916666,-.0028402645,-.010544172,.027542366,.029765084,-.023430431,.0058331545,.010488326
01may2012,2012m5,-.065907151,.0013347222,-.06724187,-.0067614117,-.0037034452,.034169666,.0058235712,-.0043210778,.04727757
01jun2012,2012m6,.030376889,.00125,.029126888,-.02105077,.002342809,.011786112,-.050976958,.0036719432,.017312426
02jul2012,2012m7,.041879009,.0011194444,.040759563,-.015311116,-.003048925,.028449535,-.035250232,-.0037138115,.049615066
01aug2012,2012m8,-.022160104,.0012486111,-.023408715,.012231172,-.02326661,-.014859661,.013622365,-.0064686574,.0063728057
03sep2012,2012m9,.030319937,.00125,.029069936,-.019750275,-.068712257,.007182694,-.028234903,-.017019618,.03172192
01oct2012,2012m10,-.014056961,.00096874998,-.015025711,.010011526,.016433045,.0043005953,-.025295388,-.024549026,.004984376
01nov2012,2012m11,.030853234,.0010416667,.029811567,.0033914405,-.0044816756,.011323245,-.04565037,-.0023623332,-.019454699
03dec2012,2012m12,.020550078,.0010591667,.019490911,.048999578,-.13234934,-.035142325,.0079582473,-.028296407,.0025437512
01jan2013,2013m1,.055001598,.00090416661,.054097433,.20491408,-.0012639277,-.13547298,.080614753,-.055896979,-.00038753077
01feb2013,2013m2,.03567493,.00081666664,.034858264,-.029213667,.037651226,.012002584,-.039906345,.057282858,-.016937023
01mar2013,2013m3,.0090667428,.00088694441,.0081797987,.032005828,-.03288405,-.011087502,.041849416,-.015351914,-.0012880304
01apr2013,2013m4,.020614715,.00084166665,.019773049,-.027159279,.00011090096,.026415434,-.034823738,.019472655,-.018347604
01may2013,2013m5,.02139885,.00084388891,.020554962,-.025730895,-.0093592471,-.0054314318,-.0086979037,-.012048858,-.0056423303
03jun2013,2013m6,-.050384607,.00080833334,-.051192939,.034596123,-.056714252,.051142711,.031554323,-.049290538,.020170994
01jul2013,2013m7,.071707651,.00080944446,.070898205,.10161585,.019131053,-.098269999,-.040956654,.0036859252,-.0088640712
01aug2013,2013m8,-.010386535,.00079222221,-.011178757,.021472784,-.051316675,.022191055,.052085664,-.016883757,-.0056797946
02sep2013,2013m9,.040664822,.00079999998,.039864823,.081627078,-.032253668,-.044018622,.014766821,-.035589825,-.040327538
01oct2013,2013m10,.017251855,.0008611111,.016390745,.032116033,.010515105,.026461592,.019943446,.03112852,-.018354865
01nov2013,2013m11,.022729004,.00083333335,.021895671,.0058929832,.010047124,.040404983,.0022712487,.0046393238,.046024706
02dec2013,2013m12,.020934105,.00085163891,.020082466,-.0016335795,.014924857,.0043486403,-.024401333,.014209608,.02412919
01jan2014,2014m1,-.01665739,.00067425001,-.017331639,.091497466,-.0063236682,.00046456821,.10592758,-.029506475,.011812128
03feb2014,2014m2,.06062451,.00059966667,.060024843,-.033502646,.068558298,-.008465847,-.040227871,.054859217,-.024977457
03mar2014,2014m3,.0063898666,.0006639167,.00572595,-.03101733,.020247001,-.0076347422,-.035939157,.0079683773,-.036473345
01apr2014,2014m4,.018951705,.00062416669,.018327538,-.027851107,.0010533787,.014052774,-.020796657,.009674632,-.0081908135
01may2014,2014m5,.037478991,.00064152776,.036837462,.0030752048,.0049917456,.019960262,-.011014858,.0059351912,.046969645
02jun2014,2014m6,-.013510884,.00062249997,-.014133384,.019347884,-.010188682,-.0095567508,.016085628,-.020903202,.02659958
01jul2014,2014m7,-.007400054,.00060019444,-.0080002481,.050958898,-.018232437,-.057114642,.030843755,-.009081373,-.030456301
01aug2014,2014m8,.0064318557,.00021355556,.0062183002,.011057425,-.0045905504,.0021252385,-.017980497,-.034153078,.021291509
01sep2014,2014m9,-.0016361554,.00019999999,-.0018361554,.0048344438,-.012727426,.013167459,-.0021176196,-.0033933362,-.019594003
01oct2014,2014m10,.015534272,.00021441666,.015319856,-.031545855,-.019328564,.0065351296,-.038232591,-.012278669,.0017666165
03nov2014,2014m11,.033615954,.000019999999,.033595953,-.01866531,.021469574,.012406766,-.042439193,.023264125,.021293385
01dec2014,2014m12,.010594952,.000041333333,.010553619,-.049337845,.02108727,.013132488,-.04425722,.01269271,-.020229448
01jan2015,2015m1,.071017697,.00009730555,.070920393,-.0070847101,-.018471388,.057043493,-.028226342,-.030036252,.055599861
02feb2015,2015m2,.080711879,.00007466667,.080637209,-.055213079,.025908636,.0047142692,-.032837126,.060294889,-.027362252
02mar2015,2015m3,.00023326653,0,.00023326653,-.018303785,-.0071580131,.013056723,-.011632365,.053796731,.017624568
01apr2015,2015m4,.0023101596,0,.0023101596,-.0047774357,.014956267,.049348976,.020510647,.011036217,.0088772085
01may2015,2015m5,.012199244,0,.012199244,.0079339463,-.015595194,.017738614,.029350838,.0012377703,-.01205566
01jun2015,2015m6,-.063719444,0,-.063719444,.05261248,-.026460286,-.015490402,.062392525,-.032197557,-.03910283
01jul2015,2015m7,.050049707,0,.050049707,-.027432302,-.040778082,-.033621784,-.025806321,-.019496087,-.0016435971
03aug2015,2015m8,-.059254088,0,-.059254088,.043224487,-.034016553,.058028873,.0233334,-.012567088,.0086221267
01sep2015,2015m9,-.044274516,0,-.044274516,-.016270716,-.04963699,.0033116443,.015079119,-.022329742,-.0099769393
01oct2015,2015m10,.069275513,0,.069275513,-.0067255744,.013889953,-.028263558,-.026016925,-.014475966,-.016000194
02nov2015,2015m11,.036257133,0,.036257133,.069605269,.047105499,-.064463317,.03454623,.031540196,-.039153539
01dec2015,2015m12,-.040318131,0,-.040318131,.004907995,-.031769291,.054788928,.049858976,-.011646065,.044159092
01jan2016,2016m1,-.071356423,0,-.071356423,.040538587,.04926011,-.013828654,.023240395,.035770416,-.031233693
01feb2016,2016m2,.020329667,0,.020329667,.02170934,.024282787,-.043359518,-.023642538,.023470256,-.03705135
01mar2016,2016m3,.019277621,0,.019277621,-.012798882,.0052289497,.013444312,.014858506,-.02176852,.036744338
01apr2016,2016m4,.0091362987,0,.0091362987,.014480805,.0052669216,-.0086152209,.013742345,.012549241,.022854045
02may2016,2016m5,.024948549,0,.024948549,-.046008628,-.02748918,.009558823,-.026040142,-.023037175,.000016482081
01jun2016,2016m6,-.03567645,0,-.03567645,.031857625,.035097148,-.027822625,.026502823,.0056253416,-.035995655
01jul2016,2016m7,.05532546,0,.05532546,.0022137638,.0075254366,.0050431117,.0059912563,-.0039065517,.025484806
01aug2016,2016m8,.024670409,0,.024670409,.0083233304,.0063983239,-.0012705764,.0071478393,.015672969,.011716997
01sep2016,2016m9,.017835448,0,.017835448,.025180005,-.006078342,-.0098516392,-.0048575061,-.0042989459,-.0012305018
03oct2016,2016m10,-.009465334,0,-.009465334,.0084097693,.012648277,.01393829,-.0013756506,.048252147,-.00587417
01nov2016,2016m11,.014410426,0,.014410426,.0064111673,-.012598168,-.032212455,-.0088755805,-.018030526,-.020171184
01dec2016,2016m12,.029204069,0,.029204069,-.026093747,.018178428,.0058075497,-.020823451,.048324239,-.021723699
02jan2017,2017m1,.0069913282,0,.0069913282,,,,-.010654473,-.01598171,.01598171
